ticker,text,created_at,sentiment_tag
ABT,$ABT $GOOGL  partnership with AI and Glucose data to give people health insights,2026-08-11T13:15:49Z,Bullish
ABT,$BSX what if Bsx $JNJ or $ABT merged or bought out bsx?,2026-08-10T02:29:46Z,Neutre
ABT,"$SENS $DXCM $ABT  
 
Remember when we called the play years ago? This one alone deserves a “follow”.",2026-08-09T16:27:14Z,Bullish
ABT,$ABT Should be back at $130,2026-08-09T03:27:50Z,Neutre
ABT,"$GILD $ABT $DHR $LLY $MRK Analysts see meaningful upside in several top healthcare stocks for 2026, with one biotech leader offering nearly 30% implied upside based on the analyst target and supplied market price. https://biotechhealthx.com/biotech-news/top-5-healthcare-stocks-to-buy-with-1000-in-2026/",2026-08-09T02:47:08Z,Neutre
ABT,$ABT will up trend last?,2026-08-08T16:53:32Z,Bullish
ABBV,"$RGNX $OTLK  
Who might have a higher market cap than the other by September 1, 2027? $ABBV $JNJ",2026-08-24T17:07:42Z,Bullish
ABBV,@rando321456 $ABBV cannot be impressed with Curran Simpson,2026-08-24T15:04:40Z,Neutre
ABBV,"$PROK  Nice Accumulation going on with this stock. Buy and Hold. 
 Here is More educational info on Prok.  This is a big deal! 
Government savings would be huge. 
National Kidney Foundation indicates Medicare actually spends $130 Bilion--moe then 24% of total spending on kidney disease. 
https://www.kidney.org/take-action/advocate/legislative-priorities/federal-investment 
J.P. Morgan conference--Phase 2 complete. 78% response rate with kidney stabilization. This is an Autologous treatment, using the patients own kidney cells. 
Alligned with FDA for Accelerated approval. 
Phase 3 on board. 
https://investors.prokidney.com/static-files/9159cbbe-5e36-468c-9c58-f3b3cc4fc428 
 
$MRNA, $RHHBY, $LLY, $ABBV",2026-08-24T13:06:52Z,Bullish
ABBV,4 Trade Ideas for AbbVie: Bonus Idea $ABBV https://dragonflycap.com/4-trade-ideas-for-abbvie-bonus-idea-8/,2026-08-24T12:37:09Z,Neutre
ABBV,"$SLS Onureg / Oral Az is the (BAT) Best Available Treatment for AML Patients in First Remission, who are ineligible for Transplant - MOS 24.7 months. 
GPs Phase 2 MOS was not reached and was GREATER THAN &gt; 67.6 months in the same Exact First Remission Transplant Ineligible Setting. 
 
GPs MOS &gt; 67.6 months / Control arm BAT Onureg 24.7  
It is not complicated / OCCAMS Razor  
 
$ABBV conducted 3 Phase 3 trials combining Onureg with Venetoclax ... Aza+VEN - 3 Phase 3 Trials that FAILED - including the VIALE-M Ph3 Trial for Patients in First Remission Ineligible for Transplant - VIALE-M Failed  
Aza+VEN (BAT for the SLS P3 Control Arm FAILED ) 
- VIALE-T Failed -VERONA Failed OPTiAML FAILED",2026-08-24T06:06:36Z,Neutre
ABBV,$ABBV,2026-08-24T04:42:26Z,Bullish
ABBV,"$ABBV Abbvie stock, watch for a top of range breakout at https://www.stockconsultant.com/?ABBV",2026-08-24T03:11:20Z,Neutre
ABBV,"$SLS $MRNA $MRK pardon the typo -- .636 HR per the SAP -- and GPs gets the Fda green light. 
 
.636 Equates to a GPS MOS of 12.6 months vs ~8 with BAT for Control 
 
GPS Phase 3 Results are coming in close to 34/36 Months / w BAT in at ~ 8/10 ... 
 
Modern BAT / Aza+VEN recently Failed 3 Large Phase 3 Trials Conducted by $ABBV - including 2 for For AML Remission Maintenance. 
VIALE-M First Remissioin Maintenance p3 - failed 
VIALE-T Post Transplant Maintenance - Failed 
 
Gps has proven effective in Preventing Relapse and Extending Survival in all prior trials - with extended os correlated with WT1+ Specific Immune Response - including in 2 Phase 2 Trials for AML Remission Maintenance. 
 
it is not complicated.",2026-08-23T02:24:51Z,Neutre
ABBV,"$SLS $MRNA Just B Holding. SLS Phase 3 Results are Now Imminent - and worth 12X -15x the Current SLS Market Cap. 
  
• In addition to Gps Statistically Significant Phase 2 Results - 21 months MOS in Second Remission CR2, that was 4x longer than BAT,  
 
Gps has proven successful in preventing relapse and extending Survival in ALL prior trials - including 2 Phase 2 Trials for AML Remission. 
   
• As an Example, Gps achieved a not yet reached and greater than &gt; 67.6 month Median Overall Survival in a Phase 2 trial for first remission patients (CR1).   
  
• Standard of care is 24.7 months / Onureg.  
 
and  $ABBV combined Venetoclax w Onureg in 3 phase 3 trials that Failed - in the VIALE-M phase 3 trial for CR1 patients Ven +Onureg Failed.  
 
Modern BAT for the SLS P3 Control Arm Recently Failed 3 large P3 trials.  
  
its not complicated.",2026-08-23T00:45:44Z,Neutre
ABBV,$NVO $LLY $AMGN $ABBV  GET READY FOR MORE PAIN 🤕,2026-08-22T21:49:43Z,Bearish
ABBV,$NGEN Interesting.   Thanks also to @derekiz for highlighting that connection between NGEN and $ABBV I was not aware of that.  Hmm!  Abbvie was under my coverage years back and I would not be sad to see them be the ones to ultimately acquire us.  Cheers.,2026-08-22T17:54:52Z,Neutre
ABBV,$SLS You heard it here first: $JNJ is going to buy GPS and $ABBV Tambiciclib. $15 B each. Done deal. Carry on.,2026-08-22T12:09:23Z,Bullish
ABBV,"$SLS $MRNA for Any who do not Know - Modern BAT / Aza+VEN - for the SLS Control Arm Patients, Recently Failed 3 Large Phase 3 Trials conducted by $ABBV ...",2026-08-22T04:04:05Z,Neutre
ABBV,"$SLS Happy weekend to all longs!  It&#39;s been a beautiful day on Canada&#39;s Sunshine Coast 🌞  
 
This week, and today&#39;s market activity especially, gives us much optimism that something&#39;s afoot and coming down the pipe.  If it is the long-awaited &#39;80th event&#39; - well, in many ways it feels to me a relief, but also sadly ironic the 80th REGAL patient&#39;s death will cause such excitement and action in the stock market.  For this reason I used to hold a lot of resentment for the IDMC for not halting and unblinding REGAL sooner.  But I&#39;ve resigned to waiting on the 80th like everyone else, having faith that the REGAL FA will show extraordinary efficacy, statistical power, meaning and significance and that, in of itself, will help save and extend more lives over the long term. 
 
Those BPs in the running - $JNJ, $LLY, $ABBV, $MRK, etc. -- I&#39;m sure they all want REGAL numbers and statistics as refined, unequivocal and significant as possible -- and that will benefit all parties concerned! 
 
Reminder 👇",2026-08-21T23:43:06Z,Neutre
ABBV,"$SLS $MRNA $IBRX Just B Holding. 
 
In addition to Gps Stat Sig 21 months MOS P2 for CR2 that was 4x longer than BAT, 
Gps has proven successful in preventing relapse and extending Survival in ALL prior trials.  
  
• Just as an Example, Gps achieved a not yet reached and greater than &gt; 67.6 month median overall survival in a Phase 2 trial for first remission patients (CR1).  
 
• Standard of care is 24.7 months / Onureg. 
 
$Abbv combined Venetoclax w Onureg in the VIALE-M phase 3 trial for CR1 patients  
- it Failed. 
BAT for the SLS P3 Control Arm Failed 3 large P3 trials. 
 
its not complicated.",2026-08-21T21:05:46Z,Neutre
ABBV,"$SLS Investment of a Lifetime. 
 
$ABBV is a Likely Buyer  
 
 
https://www.fiercepharma.com/pharma/inside-abbvies-10b-immunogen-buyout-and-bidding-war-it-won 
 
/ SLS009 + ABBV Ven+aza in Randomized Pivotal AML-MR trial - results incoming Next Quarter.",2026-08-21T19:20:55Z,Neutre
ABBV,$ABBV Soon next leg up,2026-08-21T18:52:23Z,Bullish
ABBV,"$MRNA Bye Buy Short Turdler -- we hardly knew ya. onto the next ID. 
$SLS Should be at $24/$28 When the 80th Event PR is announced / imminently. 
SLS share price has nearly doubled and more every time an Event Milestone was announced. 
 
IDMC Unblinded the actual MOS and IR Data --- from the Interim Analysis.  
- Thought exercise - BAT is known, it failed 3 Large Phase 3 Trials, conducted by $ABBV / $RHHBY $BMY  
They KNOW PRECISELY how thier Drugs Perform for these AML CR2 patients.",2026-08-21T18:48:50Z,Neutre
ABBV,$SLS $ABBV $MRNA $IBRX,2026-08-21T17:54:12Z,Neutre
ABBV,"$MRNA Does Make Sense for $LLY to BUY this for about $99B ... right now. 
 
$SLS goes for $33B - $47B when its Acute Myeloid Leukemia remission maintenance results are announced - news imminent. 
Prior GPs Phase 2 results &gt; 67.6 months of Median Os vs SOC / Onureg at 24.7 months. 
 
Onureg + Venetoclax Failed a Phase 3 trial conducted by $ABBV who should buy SLS right now - SLS&#39;s secondary agent in Pivotal Randomozed 80 patient P2 combined w VEN  
 
in front line AML-MR  ( Tp53 axl1, .. mutations w no approved options ) - FDA reviewed Prior P2 data 4x Os increase, 57% ORR in end stage patients who&#39;d failed all treatment options, and fda requested SLS move the trial into the front line.",2026-08-21T17:50:33Z,Neutre
ABBV,"$SGMO NAV1.7 .... 
interest from multiple pot. #partners ...  now bidders 
 
$VRTX $ABBV $LLY   who else ???",2026-08-21T17:07:13Z,Neutre
ABBV,"$SGMO $ABBV 
 also potential bidder for $SGMO NAV1.7 
as they entered world of pain in deal with Haisco 
 
https://www.biospace.com/business/abbvie-enters-world-of-pain-in-up-to-715m-deal-with-chinas-haisco",2026-08-21T17:06:02Z,Neutre
ABBV,"$SLS And this is in Second Remission AML - Gps is an Effective CURE for AML Patients who obtain First Remission - Stronger Immune system. 
 
For those who don&#39;t know  
GPS Phase 2 MOS in CR1 was not Reached &gt; 67.6 months - in transplant ineligible Patients. 
 
SOC / Onureg MOS is only 24.7 Months ... 
 
&gt;67.6 w GPS vs 24.7 Months with SOC 
And $ABBV conducted a Phase 3 trial VIALE-M - combining Onureg with VEN that Failed . . .  
8 Dosing regimes were attempted in the VIALE-M CR1 Trial, and they all FAILED. 
Gps is worth 10x - 25X more than the current market manipulated share price.",2026-08-21T16:45:12Z,Neutre
ABBV,"$ABBV $IBRX $MRNA $SLS 

ABBV: Hey pipsqueak SLS I see you might have something there in GPS &amp; SLS 009.

SLS: I know, we’re doubling to quadrupling + life expectancy in AML with our blockbuster assets. We can’t wait for Regal final analysis. 

ABBV: The market doesn’t really seem to think so. Seems like you just got lucky. Listen we’ll take these off your hands before Regal Phase 3 drops that way you can take the cash &amp; run. What’s the number?

SLS: 40 billy. 

ABBV: Are you out of your cotton picking mind ha ha ha good one you’re a hoot! Listen we’ll give you $8.5 bills that’s really generous. We’ll write the check right now &amp; take these assets to the finish line like only we can. 

SLS: 40 billy. AML monopoly &amp; 20+ platform potential. Not a penny less. 

ABBV: Bro 😎, we were trying to be nice, but now we’re going to have to render your assets obsolete with our new trials. 

…3 trial failures later…

ABBV: Ok bro 😎, let’s talk…you were saying $40 billy?

SLS: Step into our office.",2026-08-21T15:41:50Z,Neutre
ABBV,"$SLS $MRNA for Any who do not Know - Aza+VEN - Modern BAT for the SLS Phase 3 Control Arm Patients, Recently Failed 3 Large Phase 3 Trials conducted by $ABBV",2026-08-21T13:43:23Z,Neutre
ABBV,$ABBV presented new lung cancer data at WCLC 2026. https://www.rapidticker.com/news/abbv-abbvie-to-present-new-data-f35c1c,2026-08-21T11:55:53Z,Neutre
ABBV,"$SLS for Any who do not Know - Aza+VEN - Modern BAT for the SLS Phase 3 Control Arm Patients, Recently Failed 3 Large Phase 3 Trials conducted by $ABBV .. 
 
​$MRNA $IBRX",2026-08-21T03:56:05Z,Neutre
ABBV,"$SLS $MRNA for Any who do not Know - Modern BAT / Aza+VEN for the SLS Control Arm Patients, Recently Failed 3 Large Phase 3 Trials conducted by $ABBV ...",2026-08-21T01:23:30Z,Neutre
ABBV,@Spaceyboy modern bat / aza+VEN Failed 3 Large Phase 3 Trials conducted by $ABBV,2026-08-21T01:19:20Z,Neutre
ABBV,"$SLS and while we are seeing Miraculous survival in the GPS Phase 3 Trial  
- Aza+VEN, the BAT for Control Patients - recently Failed, 3 Large Phase 3 AML Trials conducted by $ABBV. 
  
VIALE-M P3 (M for Maintenance) Failed in First Remission CR1 
VIALE-T P3 in Post Transplant Maintenance  
VERONA - HighRiskMDS/AML Precursor Failed 
OPTI-AML Reduced Intensity AzaVEN Dosing Phase 2 FAILED. 
 
it ain&#39;t BAT ...  
 
$MRNA $IBRX",2026-08-20T20:36:04Z,Neutre
ACN,$ACN $400 soon.,2026-08-24T17:18:24Z,Bullish
ACN,"$ACN 
Panic ensuing. Q4 not shaping up as planned?",2026-08-24T15:41:36Z,Neutre
ACN,$APP similar chart and price action as $ADBE and $ACN. just need to be patient,2026-08-24T14:23:49Z,Neutre
